Month,Scheduled Operator,Country to/from,Passengers In,Freight In,Mail In,Passengers Out,Freight Out,Mail Out,Year
Dec014,Singapore Airlines,Singapore,"124,260","6,933.5",314.8,"148,480","7,314.1",5.7,2015
Dec014,Solomon Airlines,Solomon Islands,"1,803",9.1,0.0,"1,530",22.8,0.0,2015
Dec014,South African Airways,South Africa,"7,057",75.1,0.0,"7,576",235.7,0.0,2015
Dec014,Tasman Cargo Airlines,New Zealand,..,366.4,0.0,..,334.7,0.0,2015
Dec014,Thai Airways International,Thailand,"36,833","1,480.4",133.5,"47,286","1,691.2",4.5,2015
Dec014,Tigerair,Singapore,"2,522",0.0,0.0,"3,891",0.0,0.0,2015
Dec014,United Airlines,Guam,618,0.0,0.0,818,0.3,0.0,2015
Dec014,United Airlines,USA,"18,496",3.6,215.5,"20,628",324.6,4.7,2015
Dec014,United Parcel Service,China,..,..,..,..,121.3,0.0,2015
Dec014,United Parcel Service,Korea,..,..,..,..,10.8,0.0,2015
Dec014,United Parcel Service,Singapore,..,..,..,..,82.0,0.0,2015
Dec014,United Parcel Service,USA,..,"1,371.5",0.0,..,..,..,2015
Dec014,Vietnam Airlines,Vietnam,"15,030",438.7,0.0,"16,275",512.4,0.0,2015
Dec014,Virgin Australia,Fiji,"10,984",18.0,0.0,"12,728",46.5,0.0,2015
Dec014,Virgin Australia,Indonesia,"17,324",95.7,0.0,"24,024",0.0,0.0,2015
Dec014,Virgin Australia,New Zealand,"43,823",64.3,0.0,"49,378",35.2,0.0,2015
Dec014,Virgin Australia,Papua New Guinea,"3,042",0.0,0.0,"2,701",26.7,0.0,2015
Dec014,Virgin Australia,Solomon Islands,948,0.0,0.0,797,9.8,0.0,2015
Dec014,Virgin Australia,Thailand,"1,912",0.0,0.0,"2,757",0.0,0.0,2015
Dec014,Virgin Australia,Tonga,"1,073",0.0,0.0,"1,408",1.4,0.0,2015
Dec014,Virgin Australia,United Arab Emirates,"4,439",136.7,0.0,"3,664",184.0,0.0,2015
Dec014,Virgin Australia,USA,"16,044",696.2,0.0,"19,478",666.9,0.0,2015
Dec014,Virgin Australia,Vanuatu,"2,118",2.6,0.0,"2,537",7.5,0.0,2015
Dec014,Virgin Samoa,Western Samoa,"1,749",0.3,0.0,"2,128",1.2,0.0,2015
Jan015,Air Caledonie International,New Caledonia,"7,694",4.0,0.7,"6,801",122.3,5.4,2015
Jan015,Air Canada,Canada,"9,364",46.3,5.0,"8,556",73.8,11.5,2015
Jan015,Air China,China,"12,929",388.7,28.2,"13,447",534.4,50.9,2015
Jan015,Air India,India,"7,348",117.1,4.3,"5,982",31.5,0.0,2015
Jan015,Air Mauritius,Mauritius,"3,705",31.4,0.6,"2,465",12.3,0.0,2015
Jan015,Air New Zealand,Cook Islands,"1,035",0.0,0.1,781,31.3,0.0,2015
Jan015,Air New Zealand,New Zealand,"125,628","2,223.7",237.3,"119,368","1,750.7",0.6,2015
Jan015,Air Niugini,Papua New Guinea,"5,583",34.1,0.0,"6,583",154.9,9.3,2015
Jan015,Air Vanuatu,Vanuatu,"5,735",4.6,3.9,"4,037",26.8,2.6,2015
Jan015,AirAsia X,Malaysia,"75,578",256.1,0.0,"55,722",294.6,0.0,2015
Jan015,Asiana Airlines,Korea,"7,141",212.8,58.9,"7,144",103.2,0.0,2015
Jan015,British Airways,Singapore,"3,682",34.1,0.5,"2,796",71.5,0.1,2015
Jan015,British Airways,UK,"5,249",300.9,16.6,"5,142",67.4,0.2,2015
Jan015,Cathay Pacific Airways,Hong Kong (SAR),"81,158","2,811.4",95.0,"65,711","4,918.8",17.8,2015
Jan015,Cebu Pacific Air,Philippines,"8,371",17.6,0.0,"5,504",22.0,0.0,2015
Jan015,China Airlines,New Zealand,"9,313",293.6,0.0,"8,052",245.5,0.0,2015
Jan015,China Airlines,Taiwan,"9,557",133.3,29.7,"8,098",203.7,4.2,2015
Jan015,China Eastern Airlines,China,"27,937",691.7,3.8,"21,954",564.8,0.0,2015
Jan015,China Southern Airlines,China,"45,868","1,018.9",140.6,"41,869","1,416.6",46.0,2015
Jan015,Delta Air Lines,USA,"8,646",123.4,109.0,"7,732",161.4,0.0,2015
Jan015,Emirates,Hong Kong (SAR),..,..,..,..,487.4,0.0,2015
Jan015,Emirates,Malaysia,"3,834",0.0,0.0,"2,429",11.4,0.0,2015
Jan015,Emirates,New Zealand,"38,280","1,329.3",0.0,"37,271",494.9,0.0,2015
Jan015,Emirates,Singapore,"8,561",92.2,0.9,"6,904",401.3,0.0,2015
Jan015,Emirates,Thailand,"3,939",1.7,0.0,"2,921",4.9,0.0,2015
Jan015,Emirates,United Arab Emirates,"112,289","2,701.5",30.9,"96,054","3,550.5",38.5,2015
Jan015,Etihad Airways,Singapore,"2,726",28.3,0.0,"2,316",206.6,0.0,2015
Jan015,Etihad Airways,United Arab Emirates,"37,234",697.7,45.0,"32,651",921.6,10.5,2015
Jan015,Eva Air,Taiwan,"3,077",97.3,3.0,"2,035",148.9,0.0,2015
Jan015,Federal Express Corporation,China,..,..,..,..,241.4,0.0,2015
Jan015,Federal Express Corporation,USA,..,461.8,20.4,..,..,..,2015
Jan015,Fiji Airways,Fiji,"23,819",295.0,2.1,"19,899",187.3,8.5,2015
Jan015,Garuda Indonesia,Indonesia,"36,051",463.7,119.8,"27,206",901.2,0.0,2015
Jan015,Hawaiian Airlines,USA,"12,497",151.4,0.2,"9,593",128.4,0.2,2015
Jan015,Indonesia AirAsia,Indonesia,"24,158",0.0,0.0,"18,554",0.0,0.0,2015
Jan015,Japan Airlines,Japan,"7,207",211.6,200.7,"6,260",90.7,0.6,2015
Jan015,Jetstar,Fiji,"3,613",3.0,0.0,"2,803",5.2,0.1,2015
Jan015,Jetstar,Indonesia,"48,110",339.0,0.0,"40,097",10.7,2.3,2015
Jan015,Jetstar,Japan,"29,131",187.8,14.8,"25,530",120.3,16.4,2015
Jan015,Jetstar,New Zealand,"45,812",10.6,0.0,"41,807",27.7,13.1,2015
Jan015,Jetstar,Singapore,"6,634",145.6,5.7,"5,464",259.3,0.0,2015
Jan015,Jetstar,Thailand,"12,095",198.6,6.7,"10,570",104.3,1.4,2015
Jan015,Jetstar,USA,"15,001",235.9,8.7,"10,956",129.3,0.7,2015
Jan015,Jetstar Asia,Singapore,"14,528",10.4,0.0,"12,378",1.5,0.0,2015
Jan015,Korean Air,Korea,"17,603",118.8,57.5,"14,491",305.8,4.3,2015
Jan015,LAN Airlines,Chile,"2,435",163.7,0.4,"2,261",96.5,1.4,2015
Jan015,LAN Airlines,New Zealand,"3,897",85.5,0.0,"4,025",113.4,0.5,2015
Jan015,Malaysia Airlines,Malaysia,"82,848","2,561.4",204.0,"59,826","2,200.8",2.0,2015
Jan015,Nauru Airlines,Nauru,"1,035",0.3,0.0,765,39.4,0.9,2015
Jan015,Pacific Air Express,Papua New Guinea,..,6.4,0.0,..,119.4,0.0,2015
Jan015,Pacific Air Express,Solomon Islands,..,1.6,0.0,..,29.8,0.0,2015
Jan015,Philippine Airlines,Philippines,"12,458",275.7,10.2,"8,517",213.3,0.0,2015
Jan015,Polar Air Cargo,China,..,..,..,..,8.9,0.0,2015
Jan015,Polar Air Cargo,Japan,..,693.1,0.0,..,9.0,0.0,2015
Jan015,Polar Air Cargo,Korea,..,..,..,..,8.8,0.0,2015
Jan015,Polar Air Cargo,Taiwan,..,..,..,..,6.7,0.0,2015
Jan015,Qantas Airways,Canada,"1,863",3.2,0.0,"1,630",31.9,0.0,2015
Jan015,Qantas Airways,Chile,"5,932",1.4,0.0,"5,425",2.5,2.8,2015
Jan015,Qantas Airways,China,"8,222",390.3,23.8,"6,715",444.8,70.3,2015
Jan015,Qantas Airways,Hong Kong (SAR),"30,356",830.2,14.3,"26,294","1,125.0",30.9,2015
Jan015,Qantas Airways,Indonesia,"3,759",120.0,1.2,"2,837",69.0,1.4,2015
Jan015,Qantas Airways,Japan,"10,874",46.8,28.6,"10,641",49.4,33.8,2015
Jan015,Qantas Airways,New Caledonia,"2,661",0.4,0.3,"2,241",3.6,1.8,2015
Jan015,Qantas Airways,New Zealand,"57,863",449.9,0.1,"56,048",733.4,149.8,2015
Jan015,Qantas Airways,Papua New Guinea,"1,645",0.0,0.0,"2,199",0.0,0.0,2015
Jan015,Qantas Airways,Philippines,"4,628",27.2,0.9,"3,924",27.1,1.7,2015
Jan015,Qantas Airways,Singapore,"32,513",902.9,31.4,"26,956","1,104.7",55.9,2015
Jan015,Qantas Airways,South Africa,"8,415",122.4,5.5,"7,020",31.3,5.5,2015
Jan015,Qantas Airways,Thailand,"7,066",162.1,47.6,"7,343",45.7,11.9,2015
Jan015,Qantas Airways,UK,"13,338",442.8,57.1,"12,946",110.5,124.0,2015
Jan015,Qantas Airways,United Arab Emirates,"14,083",14.6,0.0,"8,460",321.7,5.8,2015
Jan015,Qantas Airways,USA,"63,602","1,667.7",115.4,"55,134",296.0,131.2,2015
Jan015,Qantas Airways,Vietnam,..,..,..,..,198.0,0.0,2015
Jan015,Qatar Airways,Qatar,"19,861",621.4,36.4,"17,944",924.1,0.0,2015
Jan015,Royal Brunei Airlines,Brunei,"7,453",119.1,6.1,"6,621",405.2,0.0,2015
Jan015,Scoot,Singapore,"27,274",349.2,0.0,"22,255",288.5,0.0,2015
Jan015,Sichuan Airlines,China,"4,441",66.4,0.0,"3,623",54.4,0.0,2015
Jan015,Silk Air,Singapore,"3,002",4.4,0.0,"1,415",7.2,0.0,2015
Jan015,Singapore Airlines,Indonesia,..,..,..,..,76.9,0.0,2015
Jan015,Singapore Airlines,New Zealand,..,401.4,0.0,..,483.4,0.0,2015
Jan015,Singapore Airlines,Singapore,"152,200","5,906.9",330.5,"118,019","7,810.1",1.9,2015
Jan015,Solomon Airlines,Solomon Islands,"1,522",22.6,0.0,"1,722",15.5,0.0,2015
Jan015,South African Airways,South Africa,"8,543",66.4,0.0,"6,551",115.2,0.0,2015
Jan015,Tasman Cargo Airlines,New Zealand,..,222.4,0.0,..,228.1,0.0,2015
Jan015,Thai Airways International,Thailand,"48,740","1,198.9",95.2,"32,554","2,051.5",3.0,2015
Jan015,Tigerair,Singapore,"4,376",0.0,0.0,"3,737",0.0,0.0,2015
Jan015,United Airlines,Guam,719,0.1,0.0,669,0.6,0.0,2015
Jan015,United Airlines,USA,"21,315",16.4,133.6,"18,870",274.6,5.1,2015
Jan015,United Parcel Service,China,..,..,..,..,176.6,0.0,2015
Jan015,United Parcel Service,Singapore,..,..,..,..,312.9,0.0,2015
Jan015,United Parcel Service,USA,..,"1,215.0",0.0,..,..,..,2015
Jan015,Vietnam Airlines,Vietnam,"16,801",390.1,0.0,"13,504",262.9,0.0,2015
Jan015,Virgin Australia,Fiji,"14,665",16.6,0.0,"10,576",35.6,0.0,2015
Jan015,Virgin Australia,Indonesia,"28,757",59.9,0.0,"21,360",0.0,0.0,2015
Jan015,Virgin Australia,New Zealand,"49,199",45.7,0.0,"50,118",21.6,0.0,2015
Jan015,Virgin Australia,Papua New Guinea,"2,573",0.0,0.0,"3,178",16.0,0.0,2015
Jan015,Virgin Australia,Solomon Islands,903,0.0,0.0,994,6.7,0.0,2015
Jan015,Virgin Australia,Thailand,"3,185",0.0,0.0,"2,499",0.0,0.0,2015
Jan015,Virgin Australia,Tonga,"1,141",2.3,0.0,987,0.5,0.0,2015
Jan015,Virgin Australia,United Arab Emirates,"4,560",103.2,0.0,"3,578",177.5,0.0,2015
Jan015,Virgin Australia,USA,"20,752",551.0,0.0,"16,361",512.8,0.0,2015
Jan015,Virgin Australia,Vanuatu,"2,654",1.1,0.0,"2,137",5.8,0.0,2015
Jan015,Virgin Samoa,Western Samoa,"2,438",1.9,0.0,"2,216",1.8,0.0,2015
Feb015,Air Caledonie International,New Caledonia,"3,527",3.1,0.7,"5,638",87.6,6.3,2015
Feb015,Air Canada,Canada,"8,472",68.7,4.2,"6,455",86.1,16.9,2015
Feb015,Air China,China,"12,294",319.2,27.4,"12,720",340.6,34.0,2015
Feb015,Air India,India,"6,283",113.0,7.4,"5,433",27.8,0.0,2015
Feb015,Air Mauritius,Mauritius,"1,682",55.9,0.4,"1,141",11.5,0.0,2015
Feb015,Air New Zealand,Cook Islands,430,0.1,0.0,405,27.2,0.0,2015
Feb015,Air New Zealand,New Zealand,"101,745","2,297.4",218.6,"105,587","1,902.6",1.3,2015
Feb015,Air Niugini,Papua New Guinea,"7,520",40.9,0.0,"7,396",223.6,0.0,2015
Feb015,Air Vanuatu,Vanuatu,"2,196",4.5,2.6,"2,454",22.3,2.8,2015
Feb015,AirAsia X,Malaysia,"48,124",204.1,0.0,"34,995",405.8,0.0,2015
Feb015,Asiana Airlines,Korea,"6,268",207.5,38.8,"6,095",123.3,0.0,2015
Feb015,British Airways,Singapore,"4,015",25.6,0.0,"2,902",91.3,0.1,2015
Feb015,British Airways,UK,"4,064",314.9,14.9,"4,009",99.8,0.3,2015
Feb015,Cathay Pacific Airways,Hong Kong (SAR),"73,364","2,843.8",65.8,"63,453","4,119.9",17.9,2015
Feb015,Cebu Pacific Air,Philippines,"6,036",62.7,0.0,"3,762",49.5,0.0,2015
Feb015,China Airlines,New Zealand,"6,738",258.2,0.0,"7,583",257.3,0.0,2015
Feb015,China Airlines,Taiwan,"7,979",110.5,20.7,"7,534",128.0,4.3,2015
Feb015,China Eastern Airlines,China,"28,596",547.6,4.1,"24,777",352.7,0.0,2015
Feb015,China Southern Airlines,China,"42,484",848.3,102.5,"38,841",732.6,33.5,2015
Feb015,Delta Air Lines,USA,"7,551",203.8,62.8,"6,228",302.4,0.0,2015
Feb015,Emirates,Hong Kong (SAR),..,..,..,..,306.1,0.0,2015
Feb015,Emirates,Malaysia,"4,731",5.7,0.0,"3,330",13.5,0.0,2015
Feb015,Emirates,New Zealand,"29,178","1,189.4",0.1,"29,719",580.8,0.0,2015
Feb015,Emirates,Singapore,"11,079",60.8,1.5,"7,333",300.1,0.0,2015
Feb015,Emirates,Thailand,"5,010",2.3,0.0,"3,822",5.4,0.0,2015
Feb015,Emirates,United Arab Emirates,"85,786","3,367.8",59.6,"68,487","4,338.0",31.5,2015
Feb015,Etihad Airways,Singapore,"3,174",32.0,0.0,"2,392",81.4,0.0,2015
Feb015,Etihad Airways,United Arab Emirates,"33,258",806.5,45.6,"27,250","1,065.6",6.8,2015
Feb015,Eva Air,Taiwan,"1,703",80.4,3.3,"1,600",37.1,0.0,2015
Feb015,Federal Express Corporation,China,..,..,..,..,213.4,0.0,2015
Feb015,Federal Express Corporation,USA,..,405.4,15.9,..,..,..,2015
Feb015,Fiji Airways,Fiji,"12,969",342.3,2.4,"12,824",208.4,5.2,2015
Feb015,Garuda Indonesia,Indonesia,"21,645",491.2,137.6,"17,847",505.2,0.0,2015
Feb015,Hawaiian Airlines,USA,"7,219",190.8,0.0,"6,965",216.5,0.0,2015
Feb015,Indonesia AirAsia,Indonesia,"14,538",0.0,0.0,"13,786",0.0,0.0,2015
Feb015,Japan Airlines,Japan,"6,665",230.8,136.9,"5,973",79.0,0.2,2015
Feb015,Jetstar,Fiji,"1,968",9.1,0.0,"1,881",3.9,1.1,2015
Feb015,Jetstar,Indonesia,"31,279",511.6,0.0,"31,984",12.9,1.8,2015
Feb015,Jetstar,Japan,"27,070",255.3,17.8,"23,004",192.9,15.1,2015
Feb015,Jetstar,New Zealand,"30,275",7.4,0.0,"31,303",20.5,12.3,2015
Feb015,Jetstar,Singapore,"7,672",132.2,3.9,"6,918",187.1,0.0,2015
Feb015,Jetstar,Thailand,"11,172",262.1,7.1,"10,104",79.2,1.3,2015
Feb015,Jetstar,USA,"8,841",122.6,6.7,"8,639",159.9,0.7,2015
Feb015,Jetstar Asia,Singapore,"8,899",11.7,0.0,"7,999",2.6,0.0,2015
Feb015,Korean Air,Korea,"14,840",179.4,46.4,"12,775",345.0,3.7,2015
Feb015,LAN Airlines,Chile,"2,280",88.6,0.2,"2,407",139.8,1.1,2015
Feb015,LAN Airlines,New Zealand,"3,753",66.7,0.0,"3,804",37.2,0.1,2015
Feb015,Malaysia Airlines,Malaysia,"71,364","2,938.5",170.2,"55,355","2,010.1",2.5,2015
Feb015,Nauru Airlines,Nauru,743,1.5,0.0,676,53.8,0.8,2015
Feb015,Pacific Air Express,Papua New Guinea,..,9.2,0.0,..,153.6,0.0,2015
Feb015,Pacific Air Express,Solomon Islands,..,0.3,0.0,..,28.4,0.0,2015
Feb015,Philippine Airlines,Philippines,"11,308",261.5,7.0,"8,163",186.2,0.0,2015
Feb015,Polar Air Cargo,China,..,..,..,..,1.4,0.0,2015
Feb015,Polar Air Cargo,Japan,..,677.9,0.0,..,4.6,0.0,2015
Feb015,Polar Air Cargo,Korea,..,..,..,..,1.0,0.0,2015
Feb015,Polar Air Cargo,Taiwan,..,..,..,..,5.8,0.0,2015
Feb015,Qantas Airways,Chile,"4,673",6.0,0.0,"4,893",5.5,3.0,2015
Feb015,Qantas Airways,China,"8,066",324.8,15.0,"5,799",237.5,50.3,2015
Feb015,Qantas Airways,Hong Kong (SAR),"25,980",686.3,9.6,"21,661",810.3,29.6,2015
Feb015,Qantas Airways,Indonesia,"2,832",116.0,1.1,"1,982",40.8,1.5,2015
Feb015,Qantas Airways,Japan,"9,865",50.1,29.0,"9,572",65.3,32.6,2015
Feb015,Qantas Airways,Macau,..,..,..,..,25.0,0.0,2015
Feb015,Qantas Airways,New Caledonia,"1,466",0.9,0.2,"1,933",4.6,2.1,2015
Feb015,Qantas Airways,New Zealand,"43,186",521.3,2.2,"46,480",855.2,130.6,2015
Feb015,Qantas Airways,Papua New Guinea,"1,549",0.0,0.0,"1,498",0.0,0.0,2015
Feb015,Qantas Airways,Philippines,"3,924",68.6,0.9,"3,312",55.5,1.9,2015
Feb015,Qantas Airways,Singapore,"28,726",882.5,28.3,"22,633",921.0,52.3,2015
Feb015,Qantas Airways,South Africa,"5,718",108.7,2.7,"4,910",60.3,5.6,2015
Feb015,Qantas Airways,Thailand,"6,781",175.7,39.5,"6,478",58.7,12.5,2015
Feb015,Qantas Airways,UK,"10,310",426.9,45.4,"9,884",119.5,117.1,2015
Feb015,Qantas Airways,United Arab Emirates,"11,625",24.9,0.0,"6,657",307.3,8.4,2015
Feb015,Qantas Airways,USA,"50,758","1,850.4",199.3,"40,091",453.6,129.6,2015
Feb015,Qatar Airways,Qatar,"16,439",675.5,23.7,"13,977",881.1,0.0,2015
Feb015,Royal Brunei Airlines,Brunei,"6,629",155.9,6.4,"4,129",442.3,0.0,2015
Feb015,Scoot,Singapore,"20,058",374.8,0.0,"16,485",327.2,0.0,2015
Feb015,Sichuan Airlines,China,"4,549",71.5,0.0,"4,530",36.2,0.0,2015
Feb015,Silk Air,Singapore,"1,159",6.0,0.0,910,4.2,0.0,2015
Feb015,Singapore Airlines,New Zealand,..,319.2,0.0,..,651.0,0.0,2015
Feb015,Singapore Airlines,Singapore,"122,829","5,995.5",266.8,"101,201","6,204.3",1.0,2015
Feb015,Solomon Airlines,Solomon Islands,"1,327",7.1,0.0,"1,032",17.0,0.0,2015
Feb015,South African Airways,South Africa,"5,061",63.3,3.8,"4,553",163.7,0.0,2015
Feb015,Tasman Cargo Airlines,New Zealand,..,422.4,0.0,..,382.2,0.0,2015
Feb015,Thai Airways International,Thailand,"39,869","1,296.8",83.2,"27,468","1,708.0",5.9,2015
Feb015,Tigerair,Singapore,897,0.0,0.0,709,0.0,0.0,2015
Feb015,United Airlines,Guam,469,0.0,0.0,465,0.4,0.0,2015
Feb015,United Airlines,USA,"18,261",48.4,102.6,"15,046",428.2,6.2,2015
Feb015,United Parcel Service,China,..,..,..,0,60.0,0.0,2015
Feb015,United Parcel Service,Hong Kong (SAR),..,..,..,..,0.3,0.0,2015
Feb015,United Parcel Service,Singapore,..,..,..,..,121.4,0.0,2015
Feb015,United Parcel Service,USA,..,"1,231.8",0.0,..,6.8,0.0,2015
Feb015,Vietnam Airlines,Vietnam,"14,141",434.1,0.0,"12,348",226.6,0.0,2015
Feb015,Virgin Australia,Fiji,"7,787",38.3,0.0,"8,120",37.3,0.0,2015
Feb015,Virgin Australia,Indonesia,"19,353",80.1,0.0,"21,254",5.1,0.0,2015
Feb015,Virgin Australia,New Zealand,"43,663",91.1,0.0,"46,909",35.7,0.0,2015
Feb015,Virgin Australia,Papua New Guinea,"1,960",0.0,0.0,"2,099",35.7,0.0,2015
Feb015,Virgin Australia,Solomon Islands,657,0.0,0.0,628,10.1,0.0,2015
Feb015,Virgin Australia,Thailand,"2,426",0.0,0.0,"2,316",0.0,0.0,2015
Feb015,Virgin Australia,Tonga,890,2.6,0.0,710,1.2,0.0,2015
Feb015,Virgin Australia,United Arab Emirates,353,0.0,0.0,..,..,..,2015
Feb015,Virgin Australia,USA,"16,620",702.1,0.0,"11,992",782.4,0.0,2015
Feb015,Virgin Australia,Vanuatu,"1,055",2.4,0.0,"1,265",9.1,0.0,2015
Feb015,Virgin Samoa,Western Samoa,"1,092",1.0,0.0,"1,098",1.7,0.0,2015
Mar015,Air Caledonie International,New Caledonia,"3,595",11.4,0.7,"3,936",100.1,6.6,2015
Mar015,Air Canada,Canada,"7,273",191.3,5.6,"9,134",61.2,16.0,2015
Mar015,Air China,China,"10,510",244.1,24.8,"12,940",557.1,38.9,2015
Mar015,Air India,India,"6,061",145.4,7.4,"5,726",51.1,0.0,2015
Mar015,Air Mauritius,Mauritius,"1,444",37.4,0.4,"1,745",27.6,0.0,2015
Mar015,Air New Zealand,Cook Islands,492,1.3,0.0,595,27.1,0.0,2015
Mar015,Air New Zealand,New Zealand,"120,806","2,490.7",292.9,"110,678","1,976.6",1.6,2015
Mar015,Air Niugini,Papua New Guinea,"8,288",37.2,0.0,"8,266",265.3,0.0,2015
Mar015,Air Vanuatu,Vanuatu,"2,479",1.6,2.8,"2,492",45.3,2.7,2015
Mar015,AirAsia X,Malaysia,"38,550",222.1,0.0,"37,212",397.5,0.0,2015
Mar015,Asiana Airlines,Korea,"7,166",234.4,30.7,"7,552",119.0,0.0,2015
Mar015,British Airways,Singapore,"3,948",40.9,0.0,"3,978",138.6,0.0,2015
Mar015,British Airways,UK,"3,820",382.0,17.2,"5,338",138.9,0.4,2015
Mar015,Cathay Pacific Airways,Hong Kong (SAR),"76,669","3,094.9",81.9,"79,467","3,334.3",23.5,2015
Mar015,Cebu Pacific Air,Philippines,"4,970",42.0,0.0,"4,727",98.1,0.0,2015
Mar015,China Airlines,New Zealand,"6,591",252.4,0.4,"5,556",117.9,0.5,2015
Mar015,China Airlines,Taiwan,"6,096",148.7,22.8,"6,610",136.4,3.3,2015
Mar015,China Eastern Airlines,China,"19,387",441.9,11.1,"19,230",479.1,0.2,2015
Mar015,China Southern Airlines,China,"31,650",771.6,136.2,"32,756","1,242.4",41.0,2015
Mar015,Delta Air Lines,USA,"6,629",193.1,72.0,"7,723",335.2,0.0,2015
Mar015,Emirates,Hong Kong (SAR),..,..,..,..,223.5,0.0,2015
Mar015,Emirates,Malaysia,"3,517",11.9,0.0,"3,019",5.1,0.0,2015
Mar015,Emirates,New Zealand,"36,361","1,288.0",0.0,"33,013",506.5,0.3,2015
Mar015,Emirates,Singapore,"9,633",43.6,1.3,"8,417",297.2,0.0,2015
Mar015,Emirates,Thailand,"6,134",4.0,0.0,"3,819",4.2,1.1,2015
Mar015,Emirates,United Arab Emirates,"79,221","3,820.4",101.3,"96,419","5,119.0",39.6,2015
Mar015,Etihad Airways,Singapore,"2,406",81.6,0.0,"2,663",83.6,0.0,2015
Mar015,Etihad Airways,United Arab Emirates,"32,631","1,227.5",79.3,"39,815","1,240.1",4.5,2015
Mar015,Eva Air,Taiwan,"1,702",63.4,3.4,"1,639",43.7,0.0,2015
Mar015,Federal Express Corporation,China,..,..,..,..,247.5,0.0,2015
Mar015,Federal Express Corporation,USA,..,498.6,18.4,..,..,..,2015
Mar015,Fiji Airways,Fiji,"15,283",379.3,1.8,"17,581",235.0,6.0,2015
Mar015,Garuda Indonesia,Indonesia,"18,970",578.0,159.1,"21,017",348.2,0.1,2015
Mar015,Hawaiian Airlines,USA,"7,675",252.3,0.0,"9,973",404.0,0.0,2015
Mar015,Indonesia AirAsia,Indonesia,"15,185",0.0,0.0,"15,251",0.0,0.0,2015
Mar015,Indonesia AirAsia Extra,Indonesia,518,2.4,0.0,"1,100",1.4,0.0,2015
Mar015,Japan Airlines,Japan,"6,418",241.6,97.2,"7,227",65.6,0.3,2015
Mar015,Jetstar,Fiji,"2,368",8.3,0.0,"2,822",3.8,0.3,2015
Mar015,Jetstar,Indonesia,"36,781",457.1,0.0,"39,362",21.4,2.6,2015
Mar015,Jetstar,Japan,"24,295",252.3,18.5,"27,030",146.1,15.9,2015
Mar015,Jetstar,New Zealand,"36,755",11.6,0.0,"31,946",26.9,14.3,2015
Mar015,Jetstar,Singapore,"4,877",162.0,1.0,"4,939",165.9,0.0,2015
Mar015,Jetstar,Thailand,"10,618",274.4,12.5,"10,869",77.2,1.7,2015
Mar015,Jetstar,USA,"9,781",244.8,8.2,"10,446",197.4,0.9,2015
Mar015,Jetstar Asia,Singapore,"8,401",11.1,0.0,"8,566",1.2,0.0,2015
Mar015,Korean Air,Korea,"11,001",143.5,65.3,"11,844",289.0,3.8,2015
Mar015,LAN Airlines,Chile,"2,915",106.5,0.8,"2,737",162.3,1.4,2015
Mar015,LAN Airlines,New Zealand,"4,101",114.1,0.0,"3,294",89.4,0.0,2015
Mar015,Malaysia Airlines,Malaysia,"57,105","3,663.8",221.7,"63,882","2,161.2",3.1,2015
Mar015,Nauru Airlines,Nauru,719,0.3,0.0,704,48.2,1.1,2015
Mar015,Pacific Air Express,Papua New Guinea,..,7.7,0.0,..,117.7,0.0,2015
Mar015,Pacific Air Express,Solomon Islands,..,1.8,0.0,..,37.6,0.0,2015
Mar015,Pacific Air Express,Vanuatu,..,..,..,..,35.6,0.0,2015
Mar015,Philippine Airlines,Philippines,"9,603",263.3,7.3,"9,448",248.7,0.0,2015
Mar015,Polar Air Cargo,China,..,..,..,..,5.9,0.0,2015
Mar015,Polar Air Cargo,Hong Kong (SAR),..,..,..,..,27.7,0.0,2015
Mar015,Polar Air Cargo,Japan,..,418.4,0.0,..,4.7,0.0,2015
Mar015,Polar Air Cargo,Taiwan,..,..,..,..,14.8,0.0,2015
Mar015,Polar Air Cargo,USA,..,366.1,0.0,..,..,..,2015
Mar015,Qantas Airways,Chile,"5,339",39.5,0.0,"5,104",4.2,2.7,2015
Mar015,Qantas Airways,China,"7,822",402.7,23.4,"7,592",415.3,68.4,2015
Mar015,Qantas Airways,Hong Kong (SAR),"25,641",848.4,11.6,"26,343",790.3,30.0,2015
Mar015,Qantas Airways,Indonesia,"2,363",76.2,0.7,"3,007",50.3,1.2,2015
Mar015,Qantas Airways,Japan,"9,757",66.0,34.8,"10,663",100.7,32.6,2015
Mar015,Qantas Airways,Malaysia,..,..,..,..,192.1,0.0,2015
Mar015,Qantas Airways,New Caledonia,"1,770",0.8,0.1,"1,916",6.1,1.4,2015
Mar015,Qantas Airways,New Zealand,"50,171",764.0,0.9,"49,830",849.9,137.0,2015
Mar015,Qantas Airways,Papua New Guinea,"1,731",0.0,0.0,"1,801",0.0,0.0,2015
Mar015,Qantas Airways,Philippines,"3,911",117.6,1.1,"3,413",56.3,1.7,2015
Mar015,Qantas Airways,Singapore,"27,418","1,085.4",33.8,"26,947","1,017.7",54.6,2015
Mar015,Qantas Airways,South Africa,"6,837",124.4,2.3,"7,240",35.4,5.2,2015
Mar015,Qantas Airways,Thailand,"5,433",171.7,52.9,"5,731",171.3,12.3,2015
Mar015,Qantas Airways,UK,"9,397",505.3,45.3,"13,457",119.4,130.2,2015
Mar015,Qantas Airways,United Arab Emirates,"8,432",28.2,0.0,"9,486",235.4,10.7,2015
